number,background,beard,dress,eyes,eyewear,face,head,skin,selected
1436,blue,none,zobro,sic,3d,sic,messi,dmt,no
1437,dark-green,muscat,agra,bro,potter,holmes,nyc,ink,no
1438,dark-green,none,agra,where,android,cheeky,athens,ape,no
1439,orange,none,none,bro,none,love,ninja,zombie,no
1440,yellow,none,none,what,party,love,belair,alien,no
1441,dark-green,moscow,law,zobro,none,holmes,rico,plain,no
1442,green,washington,ride,bro,gold,party,cairo,dalmation,no
1443,yellow,none,none,happy,party,lol,king,ink,no
1444,mint,none,cupid,sus,gold,vape,nyc,alien,no
1445,yellow,none,kermit,bro,miami,smile,rico,tiger,no
1446,orange,none,btc,zobro,none,candy,popeye,trippy,no
1447,teal,lebanon,agra,sus,love,smile,none,avatar,no
1448,red,muscat,jobs,what,zorro,lol,kazan,dmt,no
1449,brown,none,dead,happy,android,love,pods,plain,no
1450,blue,nice,navy,dead,tech,smile,none,plain,no
1451,red,none,saul,dead,gold,lol,taproot,trippy,no
1452,teal,austin,eminem,bro,thug,mexico,none,dalmation,no
1453,teal,none,guest,lost,none,mexico,noogle,trippy,no
1454,yellow,none,none,where,none,naples,paris,tiger,no
1455,orange,hulk,zobro,bro,office,lol,sumo,gold,no
1456,red,muscat,none,happy,gandhi,cheeky,travolta,dmt,no
1457,teal,none,sailor,happy,3d,smile,paris,plain,no
1458,orange,none,btc,zobro,none,lol,rico,dalmation,no
1459,brown,none,sailor,gotcha,gandhi,vape,messi,plain,no
1460,purple,none,none,zobro,matrix,lol,king,ape,no
1461,teal,none,amsterdam,bro,vegas,havana,hell,zombie,no
1462,orange,muscat,dead,where,thug,lol,noogle,panda,no
1463,brown,moscow,navy,happy,thug,cheeky,dream,plain,no
1464,brown,moscow,jdh,happy,none,lol,alabama,trippy,no
1465,purple,moscow,naruto,happy,xmen,love,cairo,plain,no
1466,orange,none,zobro,bro,3d,sic,food,machine,no
1467,red,moscow,la,where,office,smile,pop,trippy,no
1468,blue,none,gala,sus,none,gurgaon,sumo,alien,no
1469,mint,washington,king,btc,none,smile,london,ink,no
1470,mint,rhodes,malibu,happy,gandhi,lol,panama,ape,no
1471,brown,moscow,night,what,none,gurgaon,nyc,ink,no
1472,dark-green,none,monaco,gotcha,machine,smile,music,panda,no
1473,green,none,guantanamo,happy,office,cheeky,golf,ape,no
1474,mint,rhodes,airforce,sic,none,smile,crete,ink,no
1475,yellow,none,popeye,sic,tech,smile,aantonop,ink,no
1476,mint,none,malibu,sus,gandhi,seville,monk,machine,no
1477,mint,none,mib,bro,potter,cheeky,nyc,plain,no
1478,blue,lebanon,sicily,bro,none,love,king,ink,no
1479,green,none,hawaii,what,gandhi,havana,angel,dmt,no
1480,blue,lebanon,luffy,sus,tech,seville,noogle,trippy,no
1481,red,austin,none,where,pirate,smile,golf,ape,no
1482,blue,moscow,bull,gotcha,miami,sic,devil,dalmation,no
1483,teal,none,hack,eth,none,gurgaon,none,plain,no
1484,brown,austin,wallst,dead,love,smile,alabama,avatar,no
1485,brown,hulk,track,happy,android,gurgaon,sparta,plain,no
1486,green,hulk,kermit,bro,none,naples,oregon,dalmation,no
1487,brown,muscat,king,happy,matrix,sic,sumo,avatar,no
1488,teal,hulk,none,bro,party,lol,zoro,dalmation,no
1489,green,rhodes,hawaii,where,office,cheeky,none,tiger,no
1490,brown,tehran,hawaii,dead,3d,vape,dream,dalmation,no
1491,purple,lebanon,mumbai,bro,office,smile,hell,trippy,no
1492,purple,none,space,bro,vision,bigo,military,ape,no
1493,mint,muscat,space,gotcha,xmen,smile,alabama,plain,no
1494,green,none,night,sic,zorro,cheeky,taproot,avatar,no
1495,yellow,rhodes,poker,happy,vision,love,music,machine,no
1496,dark-green,none,naruto,eth,none,naples,fireman,plain,no
1497,orange,none,none,sus,love,smile,music,plain,no
1498,purple,none,naruto,happy,miami,havana,monk,plain,no
1499,yellow,none,mib,gotcha,love,naples,popeye,tiger,no
1500,purple,none,taipei,btc,none,smile,kazan,zombie,no
1501,yellow,nice,puffer,dead,vision,love,travolta,tiger,no
1502,orange,lebanon,btc,sic,love,bigo,sparta,panda,no
1503,blue,none,sicily,fire,party,cheeky,none,ink,no
1504,mint,washington,none,btc,none,smile,samurai,avatar,no
1505,dark-green,washington,mib,bro,none,smile,bravo,plain,no
1506,mint,muscat,kermit,love,gandhi,tobacco,travolta,tiger,no
1507,red,muscat,king,zobro,gandhi,candy,aantonop,tiger,no
1508,green,nice,kermit,bro,gandhi,smile,devil,dalmation,no
1509,red,none,none,happy,pirate,lol,oregon,dmt,no
1510,brown,muscat,bavaria,lost,potter,party,scotland,ink,no
1511,green,none,cold,lost,tech,cheeky,none,trippy,no
1512,red,muscat,none,dead,3d,smile,punk,tiger,no
1513,yellow,lebanon,malaga,eth,none,cheeky,nj,machine,no
1514,brown,moscow,king,bro,tech,smile,devil,machine,no
1515,purple,washington,guantanamo,sic,none,candy,popeye,avatar,no
1516,yellow,tehran,jordan,btc,none,holmes,devil,alien,no
1517,orange,nice,malibu,bro,office,party,minnesota,plain,no
1518,teal,none,poker,bro,office,lol,military,plain,no
1519,purple,nice,puffer,bro,office,seville,vegas,machine,no
1520,red,rhodes,venice,happy,office,smile,queen,dmt,no
1521,mint,nice,hawaii,where,zorro,seville,fireman,plain,no
1522,brown,none,none,sic,machine,mexico,crete,plain,no
1523,green,muscat,space,sus,gandhi,bigo,food,panda,no
1524,blue,none,naruto,fire,android,candy,king,plain,no
1525,dark-green,rhodes,venice,lost,none,bigo,athens,gold,no
1526,orange,hulk,taipei,what,potter,smile,military,tiger,no
1527,brown,nice,none,zobro,none,vape,military,tiger,no
1528,dark-green,none,none,fire,party,naples,noogle,tiger,no
1529,orange,muscat,bull,bro,office,candy,pop,alien,no
1530,purple,none,sicily,what,party,sic,none,avatar,no
1531,blue,muscat,rich,love,gold,smile,food,plain,no
1532,mint,none,jdh,bro,miami,party,none,trippy,no
1533,yellow,austin,jordan,happy,party,sic,king,plain,no
1534,brown,muscat,bavaria,sus,matrix,tobacco,ride,panda,no
1535,dark-green,none,jobs,where,office,love,crete,avatar,no
1536,green,muscat,hawaii,what,none,sic,bingham,zombie,no
1537,brown,tehran,airforce,zobro,party,smile,music,trippy,no
1538,blue,none,btc,zobro,tech,cheeky,crete,ink,no
1539,mint,none,king,fire,none,420,sumo,plain,no
1540,brown,none,luffy,eth,none,cheeky,minnesota,dalmation,no
1541,dark-green,washington,none,gotcha,xmen,lol,food,zombie,no
1542,purple,none,none,bro,potter,holmes,pods,tiger,no
1543,brown,austin,saul,where,android,gurgaon,military,zombie,no
1544,green,none,dead,btc,none,smile,travolta,tiger,no
1545,yellow,none,btc,bro,3d,420,sumo,dalmation,no
1546,orange,washington,naruto,gotcha,thug,holmes,sparta,tiger,no
1547,blue,austin,kill,dead,none,smile,dream,ink,no
1548,dark-green,none,kermit,where,none,party,samurai,plain,no
1549,red,none,zobro,happy,tech,smile,nj,plain,no
1550,red,none,track,happy,office,lol,samurai,plain,no
1551,dark-green,muscat,none,what,pirate,party,music,ink,no
1552,dark-green,washington,airforce,btc,none,smile,food,dmt,no
1553,brown,muscat,luffy,gotcha,miami,havana,pods,plain,no
1554,red,none,bavaria,zobro,vegas,smile,sumo,avatar,no
1555,dark-green,tehran,shinobi,happy,vegas,nyc,travolta,dalmation,no
1556,purple,muscat,none,btc,none,cheeky,panama,dalmation,no
1557,mint,moscow,jdh,fire,gold,party,nyc,zombie,no
1558,blue,washington,guantanamo,sic,android,nyc,pirate,plain,no
1559,brown,none,lol,sic,love,sic,pirate,trippy,no
1560,mint,tehran,jordan,zobro,thug,love,angel,tiger,no
1561,dark-green,nice,track,sic,none,cheeky,messi,tiger,no
1562,red,moscow,airforce,bro,potter,party,popeye,plain,no
1563,blue,moscow,venice,zobro,office,naples,monk,ink,no
1564,mint,washington,la,eth,none,love,sparta,ape,no
1565,dark-green,none,none,bro,potter,lol,oregon,plain,no
1566,mint,none,party,btc,none,lol,military,trippy,no
1567,brown,none,agra,dead,none,tobacco,bravo,avatar,no
1568,brown,muscat,kill,lost,3d,smile,noogle,ink,no
1569,brown,none,gala,sic,love,bigo,vegas,machine,no
1570,purple,none,mib,bro,potter,smile,golf,zombie,no
1571,purple,lebanon,virginia,zobro,android,love,london,plain,no
1572,dark-green,none,jobs,where,love,cheeky,none,ink,no
1573,brown,moscow,hack,where,miami,tobacco,none,tiger,no
1574,green,tehran,malibu,what,thug,420,belair,trippy,no
1575,blue,none,track,bro,none,lol,athens,ink,no
1576,mint,none,boston,love,party,smile,noogle,ape,no
1577,teal,none,agra,dead,machine,holmes,nj,dalmation,no
1578,teal,lebanon,king,where,miami,nyc,pods,dalmation,no
1579,brown,none,navy,gotcha,vision,naples,sparta,zombie,no
1580,brown,none,none,sus,none,gurgaon,vegas,ink,no
1581,blue,none,venice,what,android,lol,nyc,alien,no
1582,mint,none,dead,sic,potter,lol,sumo,alien,no
1583,teal,none,none,btc,none,holmes,zoro,plain,no
1584,green,none,zobro,bro,vegas,cheeky,monk,tiger,no
1585,dark-green,none,malaga,happy,love,havana,monk,plain,no
1586,dark-green,washington,nyc,bro,matrix,vape,angel,plain,no
1587,blue,tehran,samurai,sic,vegas,gurgaon,rico,machine,no
1588,orange,none,hack,what,none,gurgaon,none,alien,no
1589,green,muscat,none,where,thug,lol,nyc,ape,no
1590,blue,none,rich,bro,xmen,candy,messi,avatar,no
1591,blue,none,agra,happy,tech,gurgaon,alabama,plain,no
1592,red,rhodes,lol,fire,android,cheeky,ride,plain,no
1593,red,none,malaga,eth,none,candy,vegas,plain,no
1594,yellow,none,airforce,lost,pirate,naples,none,plain,no
1595,mint,muscat,lahore,dead,none,vape,athens,plain,no
1596,blue,moscow,virginia,bro,potter,love,angel,ink,no
1597,blue,none,none,bro,thug,gurgaon,pods,dmt,no
1598,red,rhodes,rich,bro,party,420,king,tiger,no
1599,purple,moscow,sicily,happy,party,smile,hell,plain,no
1600,blue,none,jdh,where,miami,smile,alabama,dalmation,no
1601,dark-green,none,lahore,sus,vegas,holmes,nyc,alien,no
1602,orange,none,eminem,bro,none,sic,none,plain,no
1603,orange,lebanon,zobro,zobro,android,bigo,belair,tiger,no
1604,blue,muscat,jobs,what,party,smile,punk,trippy,no
1605,green,muscat,la,zobro,xmen,candy,pop,avatar,no
1606,purple,washington,none,dead,none,nyc,king,dmt,no
1607,mint,austin,airforce,bro,gold,love,minnesota,trippy,no
1608,blue,none,mumbai,zobro,none,love,scotland,machine,no
1609,blue,none,rich,lost,love,party,oregon,plain,no
1610,red,muscat,none,zobro,love,tobacco,crete,plain,no
1611,dark-green,none,lahore,happy,vision,nyc,athens,plain,no
1612,mint,lebanon,amazon,bro,potter,mexico,pirate,ape,no
1613,purple,moscow,gala,happy,vegas,cheeky,military,tiger,no
1614,teal,lebanon,none,bro,potter,party,nj,ape,no
1615,orange,nice,law,btc,none,naples,vegas,panda,no
1616,purple,lebanon,zobro,love,zorro,vape,travolta,tiger,no
1617,brown,none,jdh,bro,none,love,army,ink,no
1618,dark-green,muscat,airforce,what,thug,bigo,popeye,dalmation,no
1619,mint,none,rio,sus,xmen,sic,noogle,tiger,no
1620,dark-green,none,none,bro,none,smile,military,ink,no
1621,brown,none,puffer,gotcha,android,cheeky,samurai,zombie,no
1622,red,muscat,guest,lost,none,love,athens,plain,no
1623,dark-green,none,none,love,party,smile,scotland,tiger,no
1624,yellow,none,boston,fire,android,naples,food,avatar,no
1625,yellow,none,hawaii,where,tech,sic,vegas,tiger,no
1626,brown,none,party,sic,none,bigo,crete,avatar,no
1627,yellow,none,kermit,zobro,vegas,sic,panama,alien,no
1628,orange,none,none,fire,thug,lol,samurai,tiger,no
1629,purple,none,cold,zobro,xmen,cheeky,zoro,plain,no
1630,brown,muscat,none,where,android,lol,none,dalmation,no
1631,purple,none,track,bro,zorro,love,devil,tiger,no
1632,dark-green,rhodes,malaga,bro,party,gurgaon,sparta,dalmation,no
1633,teal,moscow,none,btc,none,bigo,paris,ink,no
1634,mint,none,wallst,love,miami,tobacco,samurai,gold,no
1635,green,none,kill,happy,none,seville,pods,machine,no
1636,brown,lebanon,space,sic,android,party,travolta,zombie,no
1637,dark-green,tehran,wallst,gotcha,matrix,love,aantonop,trippy,no
1638,red,none,farming,eth,none,naples,king,avatar,no
1639,mint,washington,none,eth,none,love,ride,tiger,no
1640,green,austin,la,sus,office,party,military,plain,no
1641,orange,muscat,agra,bro,vegas,nyc,nyc,ink,no
1642,mint,none,party,bro,miami,gurgaon,dream,dalmation,no
1643,teal,rhodes,none,happy,vegas,smile,sumo,tiger,no
1644,brown,washington,dead,bro,xmen,sic,london,gold,no
1645,teal,nice,none,eth,none,havana,pop,machine,no
1646,green,none,airforce,love,none,cheeky,london,dmt,no
1647,green,nice,saul,sus,thug,smile,rico,dalmation,no
1648,teal,muscat,rich,gotcha,gold,cheeky,vegas,panda,no
1649,brown,nice,nyc,eth,none,nyc,london,plain,no
1650,purple,muscat,airforce,what,gold,smile,punk,gold,no
1651,mint,hulk,dead,what,none,cheeky,zoro,trippy,no
1652,dark-green,muscat,hack,btc,none,smile,none,tiger,no
1653,purple,muscat,knight,sic,android,sic,sumo,trippy,no
1654,green,none,none,where,3d,naples,bravo,avatar,no
1655,mint,austin,gold,sus,none,tobacco,zoro,avatar,no
1656,yellow,none,jordan,sic,matrix,cheeky,rico,ape,no
1657,red,none,party,gotcha,miami,lol,vegas,gold,no
1658,brown,muscat,party,happy,office,cheeky,scotland,avatar,no
1659,mint,none,amazon,bro,gandhi,smile,popeye,plain,no
1660,orange,muscat,samurai,gotcha,none,gurgaon,bravo,dalmation,no
1661,yellow,none,bull,zobro,zorro,cheeky,london,dalmation,no
1662,dark-green,none,smart,lost,zorro,smile,fireman,avatar,no
1663,dark-green,muscat,rich,bro,office,nyc,devil,ink,no
1664,yellow,none,jobs,what,gold,cheeky,devil,avatar,no
1665,dark-green,nice,ride,where,none,sic,devil,ape,no
1666,blue,none,amazon,bro,matrix,cheeky,popeye,tiger,no
1667,dark-green,none,malaga,zobro,none,vape,food,plain,no
1668,mint,moscow,popeye,zobro,gold,bigo,ride,trippy,no
1669,green,none,agra,gotcha,vegas,gurgaon,ninja,avatar,no
1670,dark-green,none,gold,bro,none,holmes,athens,plain,no
1671,red,hulk,venice,zobro,gandhi,mexico,pirate,tiger,no
1672,red,none,nyc,zobro,none,tobacco,belair,alien,no
1673,red,none,boston,love,office,bigo,popeye,plain,no
1674,red,washington,eminem,bro,machine,cheeky,none,zombie,no
1675,brown,none,none,sic,thug,tobacco,bingham,ape,no
1676,dark-green,austin,farming,happy,party,sic,alabama,alien,no
1677,teal,none,wallst,fire,zorro,smile,food,panda,no
1678,orange,none,none,eth,none,naples,oregon,dalmation,no
1679,green,none,samurai,gotcha,potter,smile,ride,trippy,no
1680,green,nice,eminem,sic,zorro,party,none,ink,no
1681,red,nice,ninja,lost,none,lol,travolta,dalmation,no
1682,mint,moscow,dead,happy,miami,gurgaon,kazan,machine,no
1683,dark-green,austin,monaco,eth,none,love,military,alien,no
1684,brown,moscow,shinobi,sus,3d,sic,london,zombie,no
1685,orange,washington,jdh,bro,none,havana,mexico,alien,no
1686,blue,none,law,lost,potter,nyc,london,gold,no
1687,teal,rhodes,jdh,btc,none,bigo,angel,avatar,no
1688,orange,none,gold,bro,none,lol,devil,ink,no
1689,teal,hulk,none,bro,none,candy,crete,plain,no
1690,blue,lebanon,guantanamo,bro,machine,smile,panama,plain,no
1691,mint,none,virginia,sus,android,tobacco,aantonop,plain,no
1692,orange,muscat,virginia,sus,tech,gurgaon,nj,plain,no
1693,mint,none,gold,bro,machine,lol,monk,tiger,no
1694,teal,none,rich,gotcha,3d,candy,monk,dmt,no
1695,blue,washington,amsterdam,sus,vision,gurgaon,queen,dmt,no
1696,red,austin,hawaii,bro,party,naples,popeye,dalmation,no
1697,mint,none,boston,bro,tech,smile,king,ink,no
1698,green,none,ride,btc,none,gurgaon,paris,avatar,no
1699,blue,nice,rio,bro,party,bigo,food,ink,no
1700,green,none,none,where,none,gurgaon,london,avatar,no
1701,brown,none,space,btc,none,sic,music,plain,no
1702,dark-green,none,none,sic,none,tobacco,bravo,ink,no
1703,yellow,none,gold,bro,miami,gurgaon,nj,machine,no
1704,red,none,army,sus,android,smile,food,tiger,no
1705,dark-green,austin,amazon,dead,miami,gurgaon,none,zombie,no
1706,mint,none,none,what,office,mexico,alabama,ink,no
1707,green,hulk,la,fire,love,smile,ninja,plain,no
1708,orange,hulk,bull,what,potter,naples,travolta,plain,no
1709,dark-green,none,space,zobro,gold,bigo,dream,dalmation,no
1710,orange,none,knight,fire,thug,bigo,nyc,plain,no
1711,orange,none,naruto,sus,none,smile,music,dalmation,no
1712,mint,none,track,where,miami,smile,punk,dalmation,no
1713,green,rhodes,taipei,where,xmen,love,pods,machine,no
1714,dark-green,none,poker,btc,none,cheeky,queen,ape,no
1715,dark-green,nice,sicily,where,none,nyc,queen,gold,no
1716,mint,moscow,venice,sus,3d,nyc,monk,trippy,no
1717,blue,hulk,luffy,bro,office,party,aantonop,dalmation,no
1718,purple,nice,track,sus,party,tobacco,alabama,alien,no
1719,mint,none,mib,what,none,party,queen,alien,no
1720,red,tehran,samurai,bro,vision,sic,ninja,plain,no
1721,teal,none,none,bro,office,smile,mexico,trippy,no
1722,mint,washington,amsterdam,where,none,party,travolta,plain,no
1723,purple,none,cold,where,party,smile,ninja,plain,no
1724,blue,none,lahore,bro,vegas,holmes,paris,tiger,no
1725,mint,rhodes,none,bro,gandhi,love,athens,plain,no
1726,mint,lebanon,btc,what,none,gurgaon,ninja,machine,no
1727,blue,nice,none,btc,none,cheeky,bingham,tiger,no
1728,yellow,washington,ninja,happy,miami,vape,ride,trippy,no
1729,orange,none,monaco,btc,none,cheeky,noogle,avatar,no
1730,brown,none,guantanamo,bro,vegas,havana,pop,dalmation,no
1731,purple,nice,none,bro,none,tobacco,ride,ink,no
1732,orange,none,navy,sus,none,sic,food,trippy,no
1733,mint,lebanon,taipei,where,potter,lol,pods,dalmation,no
1734,blue,none,mib,fire,gandhi,lol,bravo,ink,no
1735,orange,none,fairbanks,where,party,party,messi,plain,no
1736,dark-green,none,track,sic,thug,bigo,minnesota,dmt,no
1737,dark-green,muscat,kermit,happy,none,cheeky,pop,plain,no
1738,orange,washington,ride,love,none,seville,taproot,dalmation,no
1739,mint,muscat,navy,zobro,matrix,smile,nyc,dalmation,no
1740,dark-green,washington,popeye,gotcha,none,party,ninja,plain,no
1741,orange,none,guantanamo,gotcha,thug,smile,pods,ink,no
1742,brown,tehran,taipei,bro,3d,smile,music,trippy,no
1743,mint,lebanon,ride,zobro,tech,smile,golf,zombie,no
1744,brown,muscat,none,eth,none,bigo,minnesota,dalmation,no
1745,teal,washington,fairbanks,love,tech,bigo,oregon,tiger,no
1746,teal,nice,cold,bro,miami,bigo,fireman,trippy,no
1747,orange,moscow,zion,bro,love,love,ride,ape,no
1748,mint,lebanon,party,gotcha,vision,smile,london,ink,no
1749,green,lebanon,lol,bro,none,havana,angel,plain,no
1750,teal,none,rich,lost,android,candy,panama,zombie,no
1751,green,muscat,samurai,gotcha,miami,candy,army,dalmation,no
1752,brown,none,rio,where,tech,seville,sumo,plain,no
1753,purple,none,hawaii,bro,office,bigo,bravo,plain,no
1754,teal,lebanon,hawaii,fire,vegas,naples,army,tiger,no
1755,blue,none,amsterdam,bro,party,nyc,pop,zombie,no
1756,red,none,guest,bro,potter,cheeky,sumo,dmt,no
1757,dark-green,moscow,jobs,where,gold,seville,ninja,trippy,no
1758,orange,none,navy,btc,none,sic,panama,plain,no
1759,brown,muscat,jdh,zobro,party,smile,rico,panda,no
1760,red,none,samurai,what,tech,lol,queen,tiger,no
1761,red,none,malaga,where,party,nyc,military,dalmation,no
1762,purple,tehran,venice,sic,gandhi,party,oregon,machine,no
1763,teal,moscow,cupid,where,machine,tobacco,pop,gold,no
1764,brown,nice,naruto,bro,gandhi,sic,noogle,trippy,no
1765,purple,moscow,jobs,bro,3d,party,belair,plain,no
1766,red,none,venice,dead,party,holmes,food,plain,no
1767,orange,lebanon,zobro,lost,vision,naples,sumo,tiger,no
1768,teal,muscat,none,happy,none,lol,scotland,machine,no
1769,mint,nice,none,btc,none,420,food,avatar,no
1770,mint,none,airforce,gotcha,party,havana,nyc,tiger,no
1771,brown,moscow,la,love,vegas,party,military,ink,no
1772,red,none,navy,zobro,matrix,smile,paris,tiger,no
1773,dark-green,hulk,none,sic,none,smile,minnesota,panda,no
1774,yellow,none,track,sus,3d,love,rico,zombie,no
